Name,Automaker,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage(kmpl),Engine (CC),Power (bhp),Seats,Price
Hyundai i10,Hyundai,Ahmedabad,2012,44613,Petrol,Manual,1,0,1197.0,80.0,5.0,281000
Hyundai i10,Hyundai,Ahmedabad,2012,28885,Petrol,Manual,2,0,1197.0,80.0,5.0,280800
Jeep Compass,Jeep,Ahmedabad,2018,99670,Petrol,Automatic,2,0,1368.0,163.0,5.0,1207000
Hyundai Eon,Hyundai,Ahmedabad,2016,35023,Petrol,Manual,1,0,814.0,56.0,5.0,301000
Hyundai Grand i10,Hyundai,Ahmedabad,2015,55222,Petrol,Manual,1,0,1197.0,83.0,5.0,438000
Hyundai i20,Hyundai,Ahmedabad,2012,51560,Petrol,Manual,1,0,1197.0,84.0,5.0,399000
Jeep Compass,Jeep,Ahmedabad,2017,108189,Petrol,Automatic,1,0,1368.0,163.0,5.0,915000
Maruti Ciaz,Maruti,Ahmedabad,2021,37265,Petrol,Automatic,1,0,1462.0,105.0,5.0,904000
KIA SELTOS,KIA,Ahmedabad,2021,44793,Petrol,Automatic,1,0,1353.0,140.0,5.0,1502600
Maruti Ciaz,Maruti,Ahmedabad,2022,35515,Petrol,Automatic,1,0,1462.0,105.0,5.0,964000
Hyundai Grand i10,Hyundai,Ahmedabad,2015,39630,Petrol,Manual,1,0,1197.0,83.0,5.0,446000
Mahindra XUV300,Mahindra,Ahmedabad,2019,64132,Petrol,Manual,2,0,1197.0,110.0,5.0,857400
Hyundai i10,Hyundai,Ahmedabad,2014,77170,CNG,Manual,2,0,1086.0,69.0,5.0,313000
Maruti Baleno,Maruti,Ahmedabad,2018,64827,Petrol,Automatic,1,0,1197.0,84.0,5.0,620000
MG HECTOR,MG,Ahmedabad,2022,11342,Petrol,Automatic,1,0,1451.0,143.0,5.0,1618000
MG HECTOR,MG,Ahmedabad,2022,16208,Petrol,Automatic,1,0,1451.0,143.0,5.0,1682000
Maruti Baleno,Maruti,Ahmedabad,2021,31625,Petrol,Automatic,1,0,1197.0,83.0,5.0,795000
Hyundai Grand i10,Hyundai,Ahmedabad,2017,89460,Petrol,Manual,2,0,1197.0,83.0,5.0,407000
Hyundai Grand i10,Hyundai,Ahmedabad,2014,95213,Petrol,Manual,1,0,1197.0,83.0,5.0,363000
Maruti Baleno,Maruti,Ahmedabad,2021,38880,Petrol,Manual,1,0,1197.0,83.0,5.0,602000
Honda Jazz,Honda,Ahmedabad,2017,121319,Diesel,Manual,1,0,1498.0,100.0,5.0,449000
Hyundai VENUE,Hyundai,Ahmedabad,2019,31832,Petrol,Manual,1,0,998.0,120.0,5.0,850000
Maruti Wagon R 1.0,Maruti,Ahmedabad,2014,99572,Petrol,Manual,1,0,998.0,68.0,5.0,300850
Honda Jazz,Honda,Ahmedabad,2015,80191,Petrol,Manual,2,0,1199.0,90.0,5.0,412000
Maruti Baleno,Maruti,Ahmedabad,2017,99026,Petrol,Manual,3,0,1197.0,84.0,5.0,514000
Hyundai Eon,Hyundai,Ahmedabad,2017,66667,Petrol,Manual,1,0,814.0,56.0,5.0,293300
