Name,Automaker,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage(kmpl),Engine (CC),Power (bhp),Seats,Price
Honda City,Honda,Delhi,2019,33671,Petrol,Manual,1,0,1497.0,119.0,5.0,852600
Renault Duster,Renault,Delhi,2021,50108,Petrol,Manual,1,0,1330.0,156.0,5.0,930000
Maruti Swift,Maruti,Delhi,2017,55602,Petrol,Manual,1,0,1197.0,84.0,5.0,412000
Tata Harrier,Tata,Delhi,2019,56690,Diesel,Manual,2,0,1956.0,140.0,5.0,1095000
Maruti Wagon R Stingray,Maruti,Delhi,2015,66325,Petrol,Manual,1,0,998.0,68.0,5.0,333000
Honda City,Honda,Delhi,2014,69403,Petrol,Automatic,1,0,1497.0,119.0,5.0,554000
Renault Kwid,Renault,Delhi,2017,41308,Petrol,Automatic,3,0,999.0,68.0,5.0,303000
Tata NEXON,Tata,Delhi,2022,22251,Petrol,Manual,1,0,1199.0,120.0,5.0,785000
Jeep Compass,Jeep,Delhi,2020,47583,Diesel,Manual,1,0,1956.0,173.0,5.0,1629000
Hyundai i10,Hyundai,Delhi,2013,55217,Petrol,Manual,2,0,1197.0,80.0,5.0,228000
Tata ALTROZ,Tata,Delhi,2020,21656,Petrol,Manual,1,0,1199.0,86.0,5.0,631000
Hyundai NEW I20 N LINE,Hyundai,Delhi,2022,10797,Petrol,Manual,1,0,998.0,120.0,5.0,919000
Maruti Baleno,Maruti,Delhi,2020,72471,Petrol,Manual,2,0,1197.0,83.0,5.0,572500
Maruti Vitara Brezza,Maruti,Delhi,2019,59155,Diesel,Automatic,2,0,1248.0,90.0,5.0,638000
Tata NEXON,Tata,Delhi,2022,45834,Diesel,Manual,1,0,1497.0,110.0,5.0,836000
Datsun Redi Go,Datsun,Delhi,2021,41535,Petrol,Manual,2,0,799.0,54.0,5.0,327000
Tata ALTROZ,Tata,Delhi,2022,19606,Petrol,Automatic,1,0,1199.0,86.0,5.0,778400
Skoda Rapid,Skoda,Delhi,2018,70102,Petrol,Automatic,1,0,1598.0,105.0,5.0,720000
Hyundai Elite i20,Hyundai,Delhi,2017,43570,Petrol,Manual,1,0,1197.0,83.0,5.0,534000
Hyundai Verna,Hyundai,Delhi,2012,38005,Petrol,Manual,1,0,1591.0,123.0,5.0,398700
Honda City,Honda,Delhi,2021,5404,Petrol,Manual,1,0,1498.0,121.0,5.0,1251000
Hyundai Elite i20,Hyundai,Delhi,2017,31781,Petrol,Manual,1,0,1197.0,83.0,5.0,530000
Maruti Swift,Maruti,Delhi,2018,53062,Petrol,Manual,1,0,1197.0,83.0,5.0,433000
Hyundai Xcent,Hyundai,Delhi,2014,57224,Petrol,Manual,1,0,1197.0,83.0,5.0,360000
Honda City,Honda,Delhi,2015,41293,Petrol,Manual,1,0,1497.0,119.0,5.0,477000
Maruti Celerio,Maruti,Delhi,2020,54485,Petrol,Manual,1,0,998.0,68.0,5.0,374000
Tata Tiago,Tata,Delhi,2023,17340,CNG,Manual,1,0,1199.0,73.0,5.0,601000
Maruti Wagon R 1.0,Maruti,Delhi,2017,43944,Petrol,Manual,1,0,998.0,68.0,5.0,349000
Mahindra XUV300,Mahindra,Delhi,2020,40924,Petrol,Manual,1,0,1197.0,110.0,5.0,701500
Maruti Alto 800,Maruti,Delhi,2016,89853,Petrol,Manual,1,0,796.0,48.0,5.0,226000
Tata NEXON,Tata,Delhi,2022,27385,Petrol,Manual,1,0,1199.0,120.0,5.0,843000
Maruti Wagon R 1.0,Maruti,Delhi,2018,27391,Petrol,Automatic,1,0,998.0,68.0,5.0,418000
