Name,Automaker,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage(kmpl),Engine (CC),Power (bhp),Seats,Price
Maruti Vitara Brezza,Maruti,Hyderabad,2022,24794,Petrol,Automatic,1,0,1462.0,105.0,5.0,1129000
Renault Kwid,Renault,Hyderabad,2022,39385,Petrol,Manual,1,0,999.0,68.0,5.0,425650
Maruti Alto 800,Maruti,Hyderabad,2016,49965,Petrol,Manual,1,0,796.0,48.0,5.0,236000
Maruti Swift,Maruti,Hyderabad,2017,69042,Petrol,Manual,2,0,1197.0,84.0,5.0,509000
Nissan MAGNITE,Nissan,Hyderabad,2021,13138,Petrol,Automatic,1,0,999.0,100.0,5.0,1014000
Ford Ecosport,Ford,Hyderabad,2013,100825,Diesel,Manual,2,0,1498.0,91.0,5.0,447500
Honda City,Honda,Hyderabad,2014,98877,Petrol,Manual,2,0,1497.0,119.0,5.0,476000
Hyundai Grand i10,Hyundai,Hyderabad,2014,68249,Petrol,Automatic,1,0,1197.0,83.0,5.0,420000
Maruti Ciaz,Maruti,Hyderabad,2020,50172,Petrol,Manual,1,0,1462.0,105.0,5.0,793000
Maruti Baleno,Maruti,Hyderabad,2019,24499,Petrol,Manual,1,0,1197.0,83.0,5.0,726800
Hyundai Creta,Hyundai,Hyderabad,2017,103070,Diesel,Manual,2,0,1582.0,128.0,5.0,890000
Hyundai Grand i10,Hyundai,Hyderabad,2017,48430,Petrol,Manual,1,0,1197.0,83.0,5.0,485000
Hyundai Eon,Hyundai,Hyderabad,2018,49315,Petrol,Manual,2,0,814.0,56.0,5.0,317000
Datsun Redi Go,Datsun,Hyderabad,2017,18759,Petrol,Manual,2,0,799.0,54.0,5.0,273000
Honda City,Honda,Hyderabad,2017,91659,Petrol,Automatic,2,0,1497.0,119.0,5.0,656000
Maruti XL6,Maruti,Hyderabad,2022,41145,Petrol,Automatic,1,0,1462.0,105.0,6.0,1243000
Hyundai Verna,Hyundai,Hyderabad,2021,37842,Petrol,Automatic,1,0,1497.0,115.0,5.0,1275000
Datsun Redi Go,Datsun,Hyderabad,2018,26928,Petrol,Automatic,1,0,999.0,68.0,5.0,320000
Maruti Alto K10,Maruti,Hyderabad,2011,72134,Petrol,Manual,1,0,998.0,68.0,5.0,198000
Maruti Swift Dzire,Maruti,Hyderabad,2016,38023,Petrol,Manual,1,0,1197.0,84.0,5.0,657000
Hyundai Elite i20,Hyundai,Hyderabad,2020,32661,Petrol,Manual,1,0,1197.0,83.0,5.0,806000
Tata Tiago,Tata,Hyderabad,2018,30392,Petrol,Manual,2,0,1199.0,85.0,5.0,499000
Honda Amaze,Honda,Hyderabad,2013,62540,Petrol,Manual,2,0,1198.0,88.0,5.0,338000
Hyundai i10,Hyundai,Hyderabad,2011,89916,Petrol,Manual,1,0,1197.0,80.0,5.0,281000
Hyundai Xcent,Hyundai,Hyderabad,2018,53633,Petrol,Manual,2,0,1197.0,83.0,5.0,525000
