Name,Automaker,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage(kmpl),Engine (CC),Power (bhp),Seats,Price
Hyundai Elite i20,Hyundai,Pune,2019,65924,Petrol,Manual,2,0,1197,83,5.0,552000
Maruti Swift Dzire,Maruti,Pune,2012,100146,Diesel,Manual,1,0,1248,75,5.0,449600
Maruti Baleno,Maruti,Pune,2018,98346,Petrol,Manual,1,0,1197,84,5.0,484000
Hyundai Elite i20,Hyundai,Pune,2017,89098,Petrol,Manual,2,0,1197,83,5.0,560000
Maruti Wagon R 1.0,Maruti,Pune,2017,32488,Petrol,Manual,1,0,998,68,5.0,406000
Hyundai NEW SANTRO,Hyundai,Pune,2018,24574,Petrol,Automatic,2,0,1086,69,5.0,448000
Maruti Baleno,Maruti,Pune,2020,32117,Petrol,Automatic,2,0,1197,83,5.0,694000
Maruti Wagon R 1.0,Maruti,Pune,2017,115719,CNG,Manual,2,0,998,59,5.0,410000
Maruti Alto K10,Maruti,Pune,2014,53066,Petrol,Manual,1,0,998,68,5.0,243300
Maruti Celerio,Maruti,Pune,2015,53870,Petrol,Manual,1,0,998,68,5.0,384000
Hyundai i20,Hyundai,Pune,2013,69443,Petrol,Manual,2,0,1197,84,5.0,375000
Hyundai Verna,Hyundai,Pune,2015,46462,Diesel,Manual,1,0,1582,128,5.0,736700
KIA SELTOS,KIA,Pune,2021,56274,Petrol,Manual,1,0,1497,115,5.0,1094000
Tata Tiago,Tata,Pune,2017,101477,Petrol,Manual,2,0,1199,85,5.0,382000
Volkswagen TAIGUN,Volkswagen,Pune,2022,11227,Petrol,Automatic,1,0,1498,150,5.0,1808400
Maruti Baleno,Maruti,Pune,2017,8011,Petrol,Manual,1,0,1197,84,5.0,518000
Maruti Alto,Maruti,Pune,2020,37246,Petrol,Manual,2,0,796,48,5.0,357000
Maruti Swift Dzire,Maruti,Pune,2014,124716,Petrol,Manual,1,0,1197,87,5.0,415000
Maruti Alto K10,Maruti,Pune,2012,72136,Petrol,Manual,2,0,998,68,5.0,217000
Hyundai AURA,Hyundai,Pune,2021,46638,CNG,Manual,1,0,1197,69,5.0,734000
Maruti Wagon R 1.0,Maruti,Pune,2015,52911,Petrol,Manual,1,0,998,68,5.0,353000
Tata Tiago,Tata,Pune,2021,4417,Petrol,Manual,2,0,1199,86,5.0,666000
Honda Amaze,Honda,Pune,2021,18158,Petrol,Automatic,1,0,1199,90,5.0,752000
Maruti IGNIS,Maruti,Pune,2017,34421,Petrol,Manual,2,0,1197,83,5.0,452500
Tata Tiago,Tata,Pune,2017,54430,Petrol,Automatic,2,0,1199,85,5.0,444000
Maruti Wagon R 1.0,Maruti,Pune,2015,22066,Petrol,Manual,2,0,998,68,5.0,372000
Hyundai Xcent,Hyundai,Pune,2014,67346,CNG,Manual,3,0,1197,83,5.0,407000
Maruti Celerio,Maruti,Pune,2019,59169,CNG,Manual,1,0,998,59,5.0,510000
Hyundai VENUE,Hyundai,Pune,2020,20446,Petrol,Manual,1,0,1197,83,5.0,747000
Honda City,Honda,Pune,2018,93759,Petrol,Automatic,1,0,1497,119,5.0,908000
Maruti Celerio X,Maruti,Pune,2018,41964,Petrol,Automatic,2,0,998,68,5.0,449000
Maruti Swift,Maruti,Pune,2016,64434,Petrol,Manual,2,0,1197,84,5.0,448000
Hyundai i20,Hyundai,Pune,2013,20958,Petrol,Manual,2,0,1197,84,5.0,335000
Hyundai Grand i10,Hyundai,Pune,2017,103808,CNG,Manual,2,0,1197,83,5.0,428000
Hyundai Grand i10,Hyundai,Pune,2016,104263,Petrol,Manual,2,0,1197,83,5.0,374000
Honda City,Honda,Pune,2014,107853,Petrol,Manual,1,0,1497,119,5.0,508000
Tata NEXON,Tata,Pune,2020,44080,Diesel,Manual,1,0,1497,110,5.0,893000
Maruti Alto K10,Maruti,Pune,2017,51875,Petrol,Automatic,2,0,998,68,5.0,337000
Renault Kwid,Renault,Pune,2020,13968,Petrol,Manual,1,0,999,68,5.0,457000
Hyundai Xcent,Hyundai,Pune,2014,67042,Petrol,Manual,1,0,1197,83,5.0,407000
Tata Tiago,Tata,Pune,2022,41822,CNG,Manual,1,0,1199,73,5.0,794000
Maruti Alto K10,Maruti,Pune,2011,123621,Petrol,Manual,2,0,998,68,5.0,174000
Volkswagen Ameo,Volkswagen,Pune,2017,57304,Diesel,Automatic,1,0,1498,110,5.0,729400
Maruti Vitara Brezza,Maruti,Pune,2022,11953,Petrol,Automatic,1,0,1462,105,5.0,1100000
Renault TRIBER,Renault,Pune,2020,25301,Petrol,Automatic,1,0,999,72,7.0,732000
Tata TIGOR,Tata,Pune,2021,40957,Petrol,Automatic,1,0,1199,86,5.0,742000
Hyundai Creta,Hyundai,Pune,2019,38554,Petrol,Automatic,2,0,1591,123,5.0,1109000
Hyundai NEW SANTRO,Hyundai,Pune,2019,76688,CNG,Manual,2,0,1086,60,5.0,490000
Maruti Ciaz,Maruti,Pune,2015,77033,Petrol,Manual,2,0,1373,92,5.0,543000
Maruti Celerio,Maruti,Pune,2018,108085,CNG,Manual,2,0,998,59,5.0,452000
Mahindra XUV300,Mahindra,Pune,2023,12992,Petrol,Automatic,1,0,1197,110,5.0,1282000
Maruti S PRESSO,Maruti,Pune,2020,41534,CNG,Manual,1,0,998,57,4.0,452000
Tata ALTROZ,Tata,Pune,2022,11097,Petrol,Automatic,1,0,1199,86,5.0,922000
Ford Ecosport,Ford,Pune,2019,44268,Diesel,Manual,1,0,1498,101,5.0,857000
Maruti Wagon R 1.0,Maruti,Pune,2017,22789,Petrol,Manual,1,0,998,68,5.0,424000
Hyundai Creta,Hyundai,Pune,2022,12273,Petrol,Automatic,2,0,1497,115,5.0,1624000
Hyundai GRAND I10 NIOS,Hyundai,Pune,2019,18291,Petrol,Automatic,1,0,1197,83,5.0,680000
Maruti Swift Dzire,Maruti,Pune,2014,41277,Petrol,Manual,1,0,1197,87,5.0,477000
Honda Jazz,Honda,Pune,2019,20078,Petrol,Automatic,1,0,1199,90,5.0,775000
Hyundai Grand i10,Hyundai,Pune,2013,64138,Petrol,Manual,1,0,1197,83,5.0,432000
Maruti Wagon R 1.0,Maruti,Pune,2013,24588,Petrol,Manual,1,0,998,68,5.0,363600
Renault TRIBER,Renault,Pune,2020,7347,Petrol,Automatic,1,0,999,72,7.0,741000
Maruti Wagon R 1.0,Maruti,Pune,2016,78845,Petrol,Manual,1,0,998,68,5.0,403000
Maruti Swift Dzire,Maruti,Pune,2014,27791,Petrol,Manual,1,0,1197,87,5.0,485000
Maruti Ertiga,Maruti,Pune,2015,72455,Petrol,Manual,1,0,1373,95,7.0,618000
Hyundai Elite i20,Hyundai,Pune,2016,25720,Petrol,Manual,1,0,1197,83,5.0,525000
Renault Duster,Renault,Pune,2015,81743,Diesel,Manual,1,0,1461,85,5.0,560000
Tata TIGOR,Tata,Pune,2017,38348,Petrol,Manual,2,0,1199,85,5.0,445000
Honda Amaze,Honda,Pune,2019,62458,Petrol,Manual,1,0,1199,90,5.0,598000
Maruti Wagon R 1.0,Maruti,Pune,2017,101188,CNG,Manual,1,0,998,59,5.0,431300
Hyundai VENUE,Hyundai,Pune,2022,9530,Petrol,Manual,1,0,1197,83,5.0,1044000
Hyundai i10,Hyundai,Pune,2013,84886,Petrol,Manual,1,0,1197,80,5.0,275000
Tata NEXON,Tata,Pune,2018,62850,Petrol,Manual,1,0,1198,110,5.0,633000
Tata PUNCH,Tata,Pune,2022,22053,Petrol,Manual,1,0,1199,86,5.0,797000
Maruti Wagon R 1.0,Maruti,Pune,2015,74036,CNG,Manual,1,0,998,59,5.0,387000
Hyundai Xcent,Hyundai,Pune,2015,82193,Petrol,Manual,2,0,1197,83,5.0,412000
Maruti Baleno,Maruti,Pune,2017,27124,Petrol,Manual,1,0,1197,84,5.0,554000
Maruti Wagon R 1.0,Maruti,Pune,2013,44631,Petrol,Manual,1,0,998,68,5.0,297000
Maruti Celerio,Maruti,Pune,2016,94780,Petrol,Automatic,2,0,998,68,5.0,406000
Hyundai Elite i20,Hyundai,Pune,2015,44713,Petrol,Manual,2,0,1197,83,5.0,417000
Datsun Redi Go,Datsun,Pune,2018,56990,Petrol,Manual,1,0,999,68,5.0,275000
Maruti Ciaz,Maruti,Pune,2020,63804,Petrol,Manual,1,0,1462,105,5.0,790000
Tata ALTROZ,Tata,Pune,2020,22588,Petrol,Manual,1,0,1199,86,5.0,572349
Maruti Swift,Maruti,Pune,2014,80409,Petrol,Manual,1,0,1197,84,5.0,408000
Honda City,Honda,Pune,2018,32503,Petrol,Automatic,1,0,1497,119,5.0,1064000
Hyundai Grand i10,Hyundai,Pune,2017,68905,Petrol,Manual,1,0,1197,83,5.0,426000
Hyundai Elite i20,Hyundai,Pune,2017,39071,Petrol,Manual,1,0,1197,83,5.0,554000
Maruti Baleno,Maruti,Pune,2017,110283,Petrol,Manual,2,0,1197,84,5.0,544000
Hyundai VENUE,Hyundai,Pune,2019,21811,Petrol,Manual,1,0,998,120,5.0,879000
Skoda Rapid,Skoda,Pune,2020,64184,Petrol,Manual,1,0,999,110,5.0,975000
Maruti Celerio X,Maruti,Pune,2018,22237,Petrol,Manual,1,0,998,68,5.0,510000
Honda Brio,Honda,Pune,2014,31312,Petrol,Automatic,2,0,1198,88,5.0,377000
KIA SONET,KIA,Pune,2023,23575,Petrol,Manual,1,0,998,120,5.0,1001400
Ford Ecosport,Ford,Pune,2018,63832,Petrol,Automatic,1,0,1497,123,5.0,715000
Maruti XL6,Maruti,Pune,2023,28161,Petrol,Manual,1,0,1462,103,6.0,1275000
KIA CARENS,KIA,Pune,2022,10329,Petrol,Manual,2,0,1353,140,7.0,1407000
Honda City,Honda,Pune,2012,40019,Petrol,Automatic,1,0,1497,118,5.0,422000
Hyundai Grand i10,Hyundai,Pune,2015,67848,Petrol,Automatic,2,0,1197,83,5.0,420000
Volkswagen Ameo,Volkswagen,Pune,2016,56767,Petrol,Manual,2,0,1198,75,5.0,447000
Renault Kwid,Renault,Pune,2020,44042,Petrol,Automatic,1,0,999,68,5.0,430000
Ford Ecosport,Ford,Pune,2015,57342,Petrol,Manual,1,0,1499,112,5.0,558000
Hyundai i10,Hyundai,Pune,2013,61305,Petrol,Manual,2,0,1086,69,5.0,297000
Tata Tiago,Tata,Pune,2016,33025,Petrol,Manual,1,0,1199,85,5.0,436000
Maruti Wagon R 1.0,Maruti,Pune,2016,62835,Petrol,Automatic,2,0,998,68,5.0,393000
Hyundai NEW SANTRO,Hyundai,Pune,2018,78461,CNG,Manual,1,0,1086,60,5.0,489000
Maruti Wagon R 1.0,Maruti,Pune,2013,62330,Petrol,Manual,2,0,998,68,5.0,299000
Maruti Celerio X,Maruti,Pune,2018,31440,Petrol,Manual,1,0,998,68,5.0,462000
Hyundai Grand i10,Hyundai,Pune,2016,49929,Petrol,Manual,1,0,1197,83,5.0,417000
Hyundai VENUE,Hyundai,Pune,2020,44266,Petrol,Manual,1,0,998,120,5.0,875000
Tata Tiago,Tata,Pune,2017,22175,Petrol,Automatic,1,0,1199,85,5.0,470000
Honda City,Honda,Pune,2015,47553,CNG,Manual,1,0,1497,119,5.0,597000
Maruti Wagon R 1.0,Maruti,Pune,2015,43688,Petrol,Manual,1,0,998,68,5.0,369000
Hyundai Xcent,Hyundai,Pune,2016,24571,Petrol,Manual,1,0,1197,83,5.0,449000
Maruti Alto K10,Maruti,Pune,2015,21933,Petrol,Automatic,2,0,998,68,5.0,357000
Hyundai Grand i10,Hyundai,Pune,2017,42748,Petrol,Manual,2,0,1197,83,5.0,437000
Maruti New Wagon-R,Maruti,Pune,2019,71773,Petrol,Automatic,1,0,1197,83,5.0,541000
Hyundai Grand i10,Hyundai,Pune,2018,68776,Petrol,Manual,1,0,1197,83,5.0,480000
Tata NEXON,Tata,Pune,2019,51479,Petrol,Automatic,1,0,1198,110,5.0,722000
Hyundai Creta,Hyundai,Pune,2018,35267,Petrol,Automatic,2,0,1591,123,5.0,896000
Mahindra XUV300,Mahindra,Pune,2021,19587,Petrol,Manual,1,0,1197,110,5.0,1109150
Maruti Alto K10,Maruti,Pune,2015,9531,Petrol,Automatic,1,0,998,68,5.0,328000
Maruti Vitara Brezza,Maruti,Pune,2020,39121,Petrol,Automatic,1,0,1462,105,5.0,946000
Maruti Dzire,Maruti,Pune,2018,83637,Diesel,Manual,2,0,1248,75,5.0,648000
Ford Ecosport,Ford,Pune,2019,53661,Petrol,Automatic,1,0,1497,123,5.0,742000
Maruti Ciaz,Maruti,Pune,2017,62978,Petrol,Manual,1,0,1373,92,5.0,526000
Hyundai Verna,Hyundai,Pune,2019,57135,Petrol,Manual,1,0,1591,123,5.0,965000
Maruti XL6,Maruti,Pune,2022,10786,Petrol,Automatic,1,0,1462,103,6.0,1423000
Honda City,Honda,Pune,2018,52148,Petrol,Manual,2,0,1497,119,5.0,760000
Honda City,Honda,Pune,2012,109821,Petrol,Manual,1,0,1497,118,5.0,318000
Maruti Celerio,Maruti,Pune,2015,27204,Petrol,Manual,1,0,998,68,5.0,383300
KIA SELTOS,KIA,Pune,2021,19610,Petrol,Manual,1,0,1353,140,5.0,1414000
Honda City,Honda,Pune,2015,50209,Petrol,Automatic,1,0,1497,119,5.0,562200
Honda City,Honda,Pune,2014,51221,Petrol,Automatic,1,0,1497,119,5.0,512000
Honda Amaze,Honda,Pune,2020,3864,Petrol,Automatic,1,0,1199,90,5.0,729000
Honda City,Honda,Pune,2015,61192,Petrol,Automatic,1,0,1497,119,5.0,533000
Honda Amaze,Honda,Pune,2018,9578,Petrol,Automatic,1,0,1498,80,5.0,684000
Maruti Baleno,Maruti,Pune,2018,44226,Petrol,Manual,1,0,1197,84,5.0,617000
Renault TRIBER,Renault,Pune,2022,22053,Petrol,Automatic,1,0,999,72,7.0,769000
Honda Amaze,Honda,Pune,2014,63016,Diesel,Manual,1,0,1498,100,5.0,402000
Honda Amaze,Honda,Pune,2016,72399,Petrol,Manual,2,0,1198,88,5.0,409000
Hyundai i20,Hyundai,Pune,2013,59864,Petrol,Manual,3,0,1197,84,5.0,277000
Renault Kwid,Renault,Pune,2021,9693,Petrol,Automatic,1,0,999,68,5.0,484000
Honda City,Honda,Pune,2014,93627,Petrol,Automatic,2,0,1497,119,5.0,457000
Honda City,Honda,Pune,2015,63531,Petrol,Automatic,1,0,1497,119,5.0,560000
Hyundai i20,Hyundai,Pune,2012,29341,Petrol,Manual,2,0,1197,84,5.0,294000
Hyundai i20,Hyundai,Pune,2013,59248,Petrol,Manual,3,0,1197,84,5.0,320000
Hyundai VENUE,Hyundai,Pune,2022,43492,Diesel,Manual,1,0,1493,100,5.0,1031400
Renault TRIBER,Renault,Pune,2022,18146,Petrol,Manual,1,0,999,72,7.0,641000
Honda Amaze,Honda,Pune,2015,14995,Petrol,Manual,1,0,1198,88,5.0,392000
Maruti Dzire,Maruti,Pune,2018,26154,Petrol,Manual,1,0,1197,83,5.0,558000
Maruti Celerio,Maruti,Pune,2017,67082,Petrol,Automatic,1,0,998,68,5.0,404000
Hyundai i20,Hyundai,Pune,2013,59073,Petrol,Manual,2,0,1197,84,5.0,339000
Maruti Baleno,Maruti,Pune,2018,46150,Petrol,Manual,1,0,1197,84,5.0,515000
Maruti Baleno,Maruti,Pune,2021,4744,Petrol,Automatic,1,0,1197,83,5.0,851000
Maruti Ciaz,Maruti,Pune,2017,51872,Petrol,Manual,1,0,1373,92,5.0,585000
Ford Ecosport,Ford,Pune,2018,11354,Petrol,Automatic,1,0,1497,123,5.0,851000
Honda City,Honda,Pune,2018,49106,Petrol,Manual,1,0,1497,119,5.0,853000
Ford Ecosport,Ford,Pune,2018,27079,Petrol,Automatic,1,0,1497,123,5.0,807000
Hyundai Eon,Hyundai,Pune,2015,46398,Petrol,Manual,1,0,814,56,5.0,250000
Maruti Wagon R 1.0,Maruti,Pune,2014,82634,CNG,Manual,1,0,998,59,5.0,395000
Renault TRIBER,Renault,Pune,2022,23133,Petrol,Manual,1,0,999,72,7.0,596000
KIA SELTOS,KIA,Pune,2020,45979,Diesel,Automatic,1,0,1493,115,5.0,1424500
KIA SONET,KIA,Pune,2022,7922,Diesel,Automatic,2,0,1493,115,5.0,1186000
Maruti Baleno,Maruti,Pune,2016,34197,Petrol,Manual,1,0,1197,84,5.0,494000
Hyundai Verna,Hyundai,Pune,2016,95034,Petrol,Manual,1,0,1591,123,5.0,546000
Nissan MAGNITE,Nissan,Pune,2022,25195,Petrol,Manual,1,0,999,72,5.0,530000
Maruti Wagon R 1.0,Maruti,Pune,2013,97157,CNG,Manual,2,0,998,59,5.0,299000
Maruti Ciaz,Maruti,Pune,2018,84684,Petrol,Automatic,1,0,1462,105,5.0,747000
Toyota Etios Liva,Toyota,Pune,2015,87881,Petrol,Manual,3,0,1197,80,5.0,329000
Hyundai Elite i20,Hyundai,Pune,2017,79938,Petrol,Manual,2,0,1197,83,5.0,483000
Maruti Swift,Maruti,Pune,2021,48000,Petrol,Manual,1,0,1197,90,5.0,726000
Skoda KUSHAQ,Skoda,Pune,2021,46395,Petrol,Manual,1,0,999,115,5.0,1082000
Datsun Redi Go,Datsun,Pune,2016,46953,Petrol,Manual,1,0,799,54,5.0,214000
Skoda Rapid,Skoda,Pune,2017,115314,Diesel,Automatic,2,0,1498,110,5.0,574000
Tata NEXON,Tata,Pune,2017,88214,Diesel,Manual,2,0,1497,110,5.0,643000
Jeep Compass,Jeep,Pune,2017,40579,Petrol,Automatic,3,0,1368,163,5.0,876000
Hyundai Creta,Hyundai,Pune,2019,69869,Petrol,Manual,1,0,1591,123,5.0,956000
Renault Kiger,Renault,Pune,2021,32976,Petrol,Manual,1,0,999,100,5.0,704000
Hyundai Elite i20,Hyundai,Pune,2015,54180,Diesel,Manual,2,0,1396,90,5.0,559600
Toyota URBAN CRUISER,Toyota,Pune,2022,18692,Petrol,Automatic,1,0,1462,105,5.0,1031000
Maruti Baleno,Maruti,Pune,2020,18843,Petrol,Manual,1,0,1197,83,5.0,679000
Maruti Wagon R 1.0,Maruti,Pune,2015,84018,CNG,Manual,2,0,998,59,5.0,331200
Hyundai VENUE,Hyundai,Pune,2021,21756,Petrol,Automatic,1,0,998,120,5.0,1009000
Hyundai i10,Hyundai,Pune,2010,37893,Petrol,Manual,2,0,1197,80,5.0,209000
Renault Kwid,Renault,Pune,2021,9814,Petrol,Manual,1,0,799,54,5.0,419000
Maruti Baleno,Maruti,Pune,2016,60938,Petrol,Automatic,2,0,1197,84,5.0,551000
Jeep Compass,Jeep,Pune,2019,33688,Petrol,Automatic,1,0,1368,163,5.0,1482000
Renault TRIBER,Renault,Pune,2020,32288,Petrol,Manual,1,0,999,72,7.0,596000
Hyundai Grand i10,Hyundai,Pune,2018,33441,Petrol,Automatic,2,0,1197,83,5.0,473000
Maruti Wagon R 1.0,Maruti,Pune,2015,53396,Petrol,Manual,1,0,998,68,5.0,370000
Renault Kwid,Renault,Pune,2019,14905,Petrol,Automatic,1,0,999,68,5.0,439000
Hyundai NEW SANTRO,Hyundai,Pune,2019,71323,CNG,Manual,2,0,1086,60,5.0,461000
Mahindra XUV500,Mahindra,Pune,2015,64446,Diesel,Manual,1,0,2179,140,7.0,775000
Maruti Alto 800,Maruti,Pune,2014,58996,Petrol,Manual,1,0,796,48,5.0,226000
Tata PUNCH,Tata,Pune,2021,15813,Petrol,Manual,2,0,1199,86,5.0,649000
Maruti Celerio,Maruti,Pune,2015,8719,Petrol,Manual,1,0,998,68,5.0,373000
Hyundai i10,Hyundai,Pune,2016,39686,Petrol,Manual,1,0,1086,69,5.0,355000
Maruti IGNIS,Maruti,Pune,2017,26850,Petrol,Automatic,2,0,1197,83,5.0,478000
Hyundai AURA,Hyundai,Pune,2023,10101,CNG,Manual,1,0,1197,69,5.0,829000
Honda BR-V,Honda,Pune,2017,82936,Petrol,Automatic,1,0,1497,119,7.0,738000
Maruti Swift,Maruti,Pune,2016,52736,Petrol,Manual,1,0,1197,84,5.0,478000
Maruti Swift,Maruti,Pune,2016,8433,Petrol,Manual,2,0,1197,84,5.0,507000
Honda Amaze,Honda,Pune,2014,58811,Petrol,Manual,1,0,1198,88,5.0,370000
Mahindra KUV 100 NXT,Mahindra,Pune,2017,27922,Petrol,Manual,1,0,1198,82,6.0,475000
Hyundai Grand i10,Hyundai,Pune,2018,17661,Petrol,Automatic,2,0,1197,83,5.0,509000
Maruti Swift Dzire,Maruti,Pune,2013,62008,Diesel,Manual,1,0,1248,75,5.0,478000
Maruti XL6,Maruti,Pune,2021,19967,Petrol,Manual,1,0,1462,105,6.0,986000
Toyota URBAN CRUISER,Toyota,Pune,2021,36151,Petrol,Automatic,1,0,1462,105,5.0,972000
Hyundai Grand i10,Hyundai,Pune,2017,67544,Petrol,Manual,1,0,1197,83,5.0,448000
Hyundai Xcent,Hyundai,Pune,2017,27747,Petrol,Manual,1,0,1197,83,5.0,450000
Maruti Dzire,Maruti,Pune,2018,56617,Petrol,Manual,1,0,1197,83,5.0,543000
Maruti Swift,Maruti,Pune,2012,82541,Diesel,Manual,1,0,1248,75,5.0,447000
Maruti Swift,Maruti,Pune,2018,39543,Petrol,Manual,1,0,1197,84,5.0,661000
Honda Amaze,Honda,Pune,2020,53402,Diesel,Manual,1,0,1498,100,5.0,841000
Honda Jazz,Honda,Pune,2019,40233,Petrol,Automatic,1,0,1199,90,5.0,769000
Maruti New Wagon-R,Maruti,Pune,2019,65254,CNG,Manual,1,0,998,58,5.0,508000
Hyundai i10,Hyundai,Pune,2012,58288,Petrol,Manual,1,0,1197,80,5.0,243000
Hyundai Elite i20,Hyundai,Pune,2016,66913,Diesel,Manual,1,0,1396,90,5.0,622000
Maruti Baleno,Maruti,Pune,2018,37678,Diesel,Manual,1,0,1248,75,5.0,744000
Hyundai Creta,Hyundai,Pune,2017,37032,Petrol,Manual,1,0,1591,123,5.0,723000
Hyundai Verna,Hyundai,Pune,2018,76218,Petrol,Manual,1,0,1591,123,5.0,694600
KIA SELTOS,KIA,Pune,2021,21773,Petrol,Manual,1,0,1497,115,5.0,937000
Maruti Baleno,Maruti,Pune,2019,51707,Petrol,Manual,1,0,1197,83,5.0,643000
Honda City,Honda,Pune,2014,11635,Petrol,Automatic,1,0,1497,119,5.0,548000
