Name,Automaker,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage(kmpl),Engine (CC),Power (bhp),Seats,Price
Hyundai Creta,Hyundai,Chennai,2017,86428,Petrol,Automatic,1,0,1591,123,5.0,850000
Hyundai NEW SANTRO,Hyundai,Chennai,2019,26015,Petrol,Automatic,1,0,1086,69,5.0,542000
Honda WR-V,Honda,Chennai,2018,44991,Petrol,Manual,2,0,1199,90,5.0,671000
Mahindra XUV300,Mahindra,Chennai,2021,37824,Petrol,Manual,1,0,1197,110,5.0,971000
Hyundai Grand i10,Hyundai,Chennai,2018,70727,Petrol,Automatic,1,0,1197,83,5.0,541000
Ford Ecosport,Ford,Chennai,2016,81477,Diesel,Manual,1,0,1498,101,5.0,659000
Maruti Baleno,Maruti,Chennai,2017,90811,Petrol,Manual,1,0,998,102,5.0,606000
Hyundai NEW SANTRO,Hyundai,Chennai,2019,26418,Petrol,Automatic,1,0,1086,69,5.0,487000
Hyundai NEW SANTRO,Hyundai,Chennai,2018,13267,Petrol,Manual,1,0,1086,69,5.0,468000
Renault TRIBER,Renault,Chennai,2022,7176,Petrol,Manual,1,0,999,72,7.0,712800
Hyundai Elite i20,Hyundai,Chennai,2018,56300,Petrol,Manual,2,0,1197,83,5.0,621000
Maruti Wagon R 1.0,Maruti,Chennai,2016,74308,Petrol,Automatic,1,0,998,68,5.0,404300
Honda WR-V,Honda,Chennai,2019,53799,Petrol,Manual,2,0,1199,90,5.0,640000
Hyundai Elite i20,Hyundai,Chennai,2017,43104,Petrol,Manual,1,0,1197,83,5.0,614000
Hyundai Elite i20,Hyundai,Chennai,2014,86285,Petrol,Manual,1,0,1197,83,5.0,490000
Renault Kwid,Renault,Chennai,2021,49249,Petrol,Manual,1,0,999,68,5.0,440700
Nissan MAGNITE,Nissan,Chennai,2021,24467,Petrol,Manual,2,0,999,72,5.0,787000
Hyundai VENUE,Hyundai,Chennai,2021,19341,Petrol,Manual,2,0,998,120,5.0,947225
Toyota URBAN CRUISER,Toyota,Chennai,2022,29494,Petrol,Automatic,1,0,1462,105,5.0,1085000
Hyundai NEW SANTRO,Hyundai,Chennai,2019,44102,Petrol,Manual,1,0,1086,69,5.0,491000
Maruti Alto,Maruti,Chennai,2022,19497,Petrol,Manual,1,0,796,48,5.0,421000
Maruti Baleno,Maruti,Chennai,2017,29975,Petrol,Automatic,1,0,1197,84,5.0,637000
Maruti Baleno,Maruti,Chennai,2017,68639,Petrol,Automatic,1,0,1197,84,5.0,602000
Maruti New Wagon-R,Maruti,Chennai,2023,13022,Petrol,Automatic,1,0,998,67,5.0,660000
Hyundai Elite i20,Hyundai,Chennai,2018,83132,Petrol,Manual,2,0,1197,83,5.0,613000
Hyundai Elite i20,Hyundai,Chennai,2017,35266,Petrol,Manual,1,0,1197,83,5.0,633200
Hyundai GRAND I10 NIOS,Hyundai,Chennai,2022,14375,Petrol,Manual,1,0,998,100,5.0,692000
Maruti Celerio,Maruti,Chennai,2016,79357,Petrol,Automatic,2,0,998,68,5.0,401000
Hyundai Elite i20,Hyundai,Chennai,2017,88144,Petrol,Manual,1,0,1197,83,5.0,571000
Ford Ecosport,Ford,Chennai,2018,64583,Petrol,Automatic,2,0,1497,123,5.0,773000
Maruti Wagon R 1.0,Maruti,Chennai,2013,41948,Petrol,Manual,2,0,998,68,5.0,324000
Honda Jazz,Honda,Chennai,2020,54520,Petrol,Manual,2,0,1199,90,5.0,723000
