Name,Automaker,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage(kmpl),Engine (CC),Power (bhp),Seats,Price
Honda Brio,Honda,Bangalore,2013,31104,Petrol,Manual,2,0,1198,88,5.0,327000
Tata Tiago,Tata,Bangalore,2023,5618,Petrol,Manual,1,0,1199,86,5.0,674000
Honda Amaze,Honda,Bangalore,2018,54566,Petrol,Manual,1,0,1199,90,5.0,550000
Tata Tiago,Tata,Bangalore,2016,86716,Petrol,Manual,1,0,1199,85,5.0,395800
Hyundai NEW SANTRO,Hyundai,Bangalore,2019,33811,Petrol,Manual,1,0,1086,69,5.0,533000
Honda Brio,Honda,Bangalore,2013,27050,Petrol,Manual,2,0,1198,88,5.0,345000
Hyundai VENUE,Hyundai,Bangalore,2019,69173,Petrol,Manual,2,0,998,120,5.0,796000
Hyundai Creta,Hyundai,Bangalore,2022,27509,Diesel,Automatic,1,0,1493,115,5.0,1846000
Honda Amaze,Honda,Bangalore,2019,22419,Petrol,Manual,1,0,1199,90,5.0,640000
Toyota Fortuner,Toyota,Bangalore,2014,108796,Diesel,Automatic,1,0,2982,171,7.0,1609000
Renault Duster,Renault,Bangalore,2014,80922,Diesel,Manual,2,0,1461,85,5.0,613000
Volkswagen Polo,Volkswagen,Bangalore,2016,67884,Petrol,Automatic,2,0,1197,105,5.0,713000
Maruti Celerio,Maruti,Bangalore,2016,36837,Petrol,Manual,1,0,998,68,5.0,412000
Tata Zest,Tata,Bangalore,2015,75916,Petrol,Manual,2,0,1193,90,5.0,380000
Maruti New Wagon-R,Maruti,Bangalore,2021,42481,Petrol,Manual,1,0,998,68,5.0,540000
Toyota URBAN CRUISER,Toyota,Bangalore,2021,14232,Petrol,Manual,1,0,1462,105,5.0,975000
Renault Kwid,Renault,Bangalore,2017,62303,Petrol,Manual,1,0,999,68,5.0,317000
Toyota YARIS,Toyota,Bangalore,2019,42324,Petrol,Manual,1,0,1496,107,5.0,870000
Tata TIGOR,Tata,Bangalore,2018,70793,Petrol,Automatic,1,0,1199,85,5.0,520000
Maruti Wagon R 1.0,Maruti,Bangalore,2013,66823,Petrol,Manual,1,0,998,68,5.0,286400
Hyundai i10,Hyundai,Bangalore,2013,34376,Petrol,Manual,2,0,1197,80,5.0,311000
Mahindra XUV300,Mahindra,Bangalore,2021,7931,Petrol,Automatic,1,0,1197,110,5.0,1064000
Renault Kwid,Renault,Bangalore,2018,45146,Petrol,Manual,3,0,799,54,5.0,295000
Toyota Innova Crysta,Toyota,Bangalore,2017,40409,Diesel,Manual,2,0,2393,150,7.0,1764000
Renault Kwid,Renault,Bangalore,2016,37599,Petrol,Manual,2,0,799,54,5.0,297000
Hyundai Grand i10,Hyundai,Bangalore,2014,39887,Petrol,Manual,2,0,1197,83,5.0,364000
Volkswagen Vento,Volkswagen,Bangalore,2010,71366,Petrol,Manual,2,0,1598,105,5.0,306000
Honda Amaze,Honda,Bangalore,2016,91591,Diesel,Manual,1,0,1498,100,5.0,434500
Hyundai i20,Hyundai,Bangalore,2011,89386,Petrol,Manual,3,0,1197,80,5.0,258000
Tata PUNCH,Tata,Bangalore,2022,26123,Petrol,Automatic,2,0,1199,86,5.0,856000
Hyundai GRAND I10 NIOS,Hyundai,Bangalore,2023,11028,Petrol,Manual,1,0,1197,83,5.0,753700
Maruti Baleno,Maruti,Bangalore,2016,56956,Petrol,Manual,1,0,1197,84,5.0,607000
Nissan MAGNITE,Nissan,Bangalore,2021,9840,Petrol,Manual,1,0,999,72,5.0,783000
Maruti Celerio,Maruti,Bangalore,2016,35244,Petrol,Automatic,1,0,998,68,5.0,437000
Mahindra Bolero,Mahindra,Bangalore,2016,139583,Diesel,Manual,1,0,2523,63,7.0,553500
Maruti Swift,Maruti,Bangalore,2018,39109,Petrol,Automatic,1,0,1197,83,5.0,606200
Honda City,Honda,Bangalore,2015,37511,Petrol,Automatic,1,0,1497,119,5.0,596200
Honda Jazz,Honda,Bangalore,2019,20269,Petrol,Manual,1,0,1199,90,5.0,636500
Hyundai GRAND I10 NIOS,Hyundai,Bangalore,2022,40038,Petrol,Manual,1,0,1197,83,5.0,596000
Volkswagen VIRTUS,Volkswagen,Bangalore,2023,13967,Petrol,Automatic,1,0,999,115,5.0,1669650
Honda Civic,Honda,Bangalore,2019,20315,Petrol,Automatic,1,0,1799,141,5.0,1918000
Hyundai New Elantra,Hyundai,Bangalore,2019,14129,Petrol,Automatic,1,0,1999,152,5.0,1534000
Honda WR-V,Honda,Bangalore,2017,46533,Petrol,Manual,2,0,1199,90,5.0,700000
Hyundai Elite i20,Hyundai,Bangalore,2019,51307,Petrol,Manual,3,0,1197,83,5.0,632000
Hyundai Grand i10,Hyundai,Bangalore,2015,32237,Petrol,Manual,1,0,1197,83,5.0,414000
Maruti A Star,Maruti,Bangalore,2010,103867,Petrol,Manual,2,0,998,67,5.0,203000
MG HECTOR,MG,Bangalore,2019,49559,Diesel,Manual,1,0,1956,170,5.0,1447000
Tata Tiago,Tata,Bangalore,2020,26526,Petrol,Automatic,1,0,1199,85,5.0,628000
Mahindra KUV 100 NXT,Mahindra,Bangalore,2018,5291,Petrol,Manual,1,0,1198,82,6.0,536000
Volkswagen Vento,Volkswagen,Bangalore,2016,115178,Petrol,Manual,1,0,1598,105,5.0,492000
Hyundai Elite i20,Hyundai,Bangalore,2018,50068,Petrol,Manual,1,0,1197,83,5.0,692000
Maruti Swift Dzire,Maruti,Bangalore,2016,86301,Petrol,Manual,2,0,1197,84,5.0,564000
Tata Tiago,Tata,Bangalore,2017,45575,Petrol,Manual,1,0,1199,85,5.0,450000
Maruti Vitara Brezza,Maruti,Bangalore,2017,109407,Diesel,Manual,1,0,1248,90,5.0,720500
Maruti New Wagon-R,Maruti,Bangalore,2019,16796,Petrol,Automatic,2,0,1197,83,5.0,561000
Hyundai i20,Hyundai,Bangalore,2012,64048,Petrol,Manual,2,0,1197,84,5.0,349000
Datsun Redi Go,Datsun,Bangalore,2018,62637,Petrol,Manual,1,0,999,68,5.0,262000
Honda City,Honda,Bangalore,2014,120786,Petrol,Manual,1,0,1497,119,5.0,460000
Honda Civic,Honda,Bangalore,2019,32601,Petrol,Automatic,1,0,1799,141,5.0,1833000
Mahindra BOLERO NEO,Mahindra,Bangalore,2023,17862,Diesel,Manual,1,0,1493,100,7.0,1062000
Hyundai Creta,Hyundai,Bangalore,2016,54309,Petrol,Manual,1,0,1591,123,5.0,820000
Maruti IGNIS,Maruti,Bangalore,2017,56427,Petrol,Manual,1,0,1197,83,5.0,465500
Renault Duster,Renault,Bangalore,2019,67575,Petrol,Automatic,1,0,1498,106,5.0,707000
Volkswagen Polo,Volkswagen,Bangalore,2014,90678,Diesel,Manual,2,0,1199,75,5.0,411000
Hyundai Verna,Hyundai,Bangalore,2012,88309,Petrol,Manual,2,0,1591,123,5.0,436000
Hyundai AURA,Hyundai,Bangalore,2020,21521,Petrol,Manual,1,0,1197,83,5.0,655000
Hyundai Grand i10,Hyundai,Bangalore,2018,43237,Petrol,Manual,1,0,1197,83,5.0,492000
Hyundai i10,Hyundai,Bangalore,2016,16798,Petrol,Manual,1,0,1086,69,5.0,416000
Hyundai i10,Hyundai,Bangalore,2015,65097,Petrol,Manual,1,0,1086,69,5.0,341000
Hyundai Santro Xing,Hyundai,Bangalore,2014,69029,Petrol,Manual,3,0,1086,63,5.0,252000
Honda Brio,Honda,Bangalore,2014,93107,Petrol,Automatic,1,0,1198,88,5.0,391000
Maruti IGNIS,Maruti,Bangalore,2017,95525,Petrol,Automatic,2,0,1197,83,5.0,465000
